loan_amnt,funded_amnt,funded_amnt_inv,term,home_ownership,issue_d
11000,11000,8560.309778170253,36 months,RENT,Mar-2008
15000,15000,7396.32,36 months,MORTGAGE,Mar-2008
13150,13150,8150,36 months,RENT,Mar-2008
25000,25000,9267.674812050177,36 months,MORTGAGE,Mar-2008
8000,8000,7100,36 months,OWN,Mar-2008
12000,12000,9542.161201020699,36 months,MORTGAGE,Mar-2008
14000,14000,10100,36 months,RENT,Mar-2008
4000,4000,3000,36 months,MORTGAGE,Mar-2008
8000,8000,6525,36 months,MORTGAGE,Mar-2008
12000,12000,8425,36 months,RENT,Mar-2008
7500,7500,5387.5,36 months,OTHER,Mar-2008
25000,25000,8933.6,36 months,MORTGAGE,Mar-2008
15000,15000,9019.298385852554,36 months,RENT,Mar-2008
20000,20000,4031.29051396109,36 months,OTHER,Mar-2008
11000,11000,9375,36 months,MORTGAGE,Mar-2008
4000,4000,3432.38,36 months,RENT,Mar-2008
10000,10000,8741.0424096184,36 months,RENT,Mar-2008
12000,12000,6475,36 months,MORTGAGE,Mar-2008
5000,5000,3875,36 months,RENT,Mar-2008
6000,6000,4612.877970641638,36 months,RENT,Mar-2008
9000,9000,3825,36 months,RENT,Mar-2008
4000,4000,2825,36 months,MORTGAGE,Mar-2008
1200,1200,875,36 months,RENT,Mar-2008
3500,3500,2817.2,36 months,RENT,Mar-2008
3000,3000,2375,36 months,MORTGAGE,Mar-2008
9500,9500,6350,36 months,MORTGAGE,Mar-2008
12000,12000,6721.352899871905,36 months,RENT,Mar-2008
7000,7000,3250,36 months,OWN,Mar-2008
3500,3500,2937.55,36 months,RENT,Mar-2008
9000,9000,4950,36 months,RENT,Mar-2008
5400,5400,4419.377952725316,36 months,RENT,Mar-2008
19200,19200,5100.006009434909,36 months,RENT,Mar-2008
15000,15000,2675,36 months,RENT,Mar-2008
5000,5000,4158.12,36 months,RENT,Mar-2008
12000,12000,5977.8,36 months,MORTGAGE,Mar-2008
10000,10000,8100.26,36 months,MORTGAGE,Mar-2008
10000,10000,8089.07,36 months,MORTGAGE,Mar-2008
12000,12000,4807.34,36 months,RENT,Mar-2008
25000,25000,5050,36 months,MORTGAGE,Mar-2008
8400,8400,6882.96,36 months,RENT,Mar-2008
12000,12000,9496.445566312932,36 months,RENT,Mar-2008
10000,10000,7100,36 months,MORTGAGE,Mar-2008
12000,12000,9600,36 months,MORTGAGE,Mar-2008
10000,10000,10000,36 months,RENT,Mar-2008
14000,14000,6718.58,36 months,RENT,Mar-2008
12000,12000,1102.106249223141,36 months,RENT,Mar-2008
12000,12000,6278.01,36 months,RENT,Mar-2008
950,950,950,36 months,RENT,Mar-2008
11225,11225,4049.996466799202,36 months,MORTGAGE,Mar-2008
8000,8000,4420.725820271065,36 months,RENT,Mar-2008
20000,20000,4260.121545026381,36 months,MORTGAGE,Mar-2008
25000,25000,7625,36 months,MORTGAGE,Mar-2008
7200,7200,5500.001173245269,36 months,RENT,Mar-2008
14300,14300,5217.17,36 months,RENT,Mar-2008
9000,9000,6022.310920308408,36 months,MORTGAGE,Mar-2008
8000,8000,6300,36 months,MORTGAGE,Mar-2008
6300,6300,5200,36 months,MORTGAGE,Mar-2008
11000,11000,4719.34,36 months,RENT,Mar-2008
18000,18000,4500.576811710371,36 months,RENT,Mar-2008
24000,24000,4785.750754453396,36 months,MORTGAGE,Mar-2008
19000,19000,5177.99,36 months,RENT,Mar-2008
4800,4800,4237.14,36 months,RENT,Mar-2008
12800,12800,4689.93,36 months,RENT,Mar-2008
10000,10000,8517.3,36 months,RENT,Mar-2008
12000,12000,3738.488871725458,36 months,MORTGAGE,Mar-2008
22000,22000,2200,36 months,MORTGAGE,Mar-2008
20000,20000,4425.001504425649,36 months,RENT,Mar-2008
5500,5500,3580.18,36 months,MORTGAGE,Mar-2008
10000,10000,3300,36 months,RENT,Mar-2008
10000,10000,4852.546720006211,36 months,MORTGAGE,Mar-2008
15000,15000,2965.569210136245,36 months,MORTGAGE,Mar-2008
6000,6000,4873.628936570084,36 months,MORTGAGE,Mar-2008
2000,2000,1800,36 months,OWN,Mar-2008
12200,12200,3105.67,36 months,OWN,Mar-2008
3000,3000,2275,36 months,MORTGAGE,Mar-2008
18000,18000,5808.27116688998,36 months,MORTGAGE,Mar-2008
10000,10000,1450,36 months,RENT,Mar-2008
12650,12650,5353.93,36 months,MORTGAGE,Mar-2008
15000,15000,3624.994184483302,36 months,OWN,Mar-2008
9000,9000,3649.999016552194,36 months,RENT,Mar-2008
12000,12000,6112.79,36 months,MORTGAGE,Mar-2008
10000,10000,3949.809998308271,36 months,RENT,Mar-2008
10000,10000,3525,36 months,RENT,Mar-2008
25000,25000,5640.7,36 months,MORTGAGE,Mar-2008
10000,10000,5397.26,36 months,RENT,Mar-2008
25000,25000,2150,36 months,MORTGAGE,Mar-2008
18000,18000,2832.348490811496,36 months,MORTGAGE,Mar-2008
11000,11000,4403.78,36 months,RENT,Mar-2008
6625,6625,2679.1784196776,36 months,RENT,Mar-2008
13000,13000,5675,36 months,OWN,Mar-2008
8500,8500,4159.231882566558,36 months,RENT,Mar-2008
15000,15000,4175,36 months,OWN,Mar-2008
12000,12000,2975,36 months,RENT,Mar-2008
7000,7000,3206.6,36 months,RENT,Mar-2008
7500,7500,2325,36 months,RENT,Mar-2008
7000,7000,2900,36 months,RENT,Mar-2008
9000,9000,3110.87,36 months,OWN,Mar-2008
15000,15000,3307.06,36 months,MORTGAGE,Mar-2008
8400,8400,3949.17,36 months,RENT,Mar-2008
10000,10000,3389.044465390616,36 months,RENT,Mar-2008
21000,21000,424.995965883859,36 months,RENT,Mar-2008
8450,8450,3747,36 months,RENT,Mar-2008
11000,11000,2178.13,36 months,RENT,Mar-2008
10000,10000,5500.92,36 months,MORTGAGE,Mar-2008
8800,8800,5844.09,36 months,OWN,Mar-2008
19000,19000,2775,36 months,MORTGAGE,Mar-2008
15000,15000,3174.999041874207,36 months,MORTGAGE,Mar-2008
7750,7750,4608.748143309426,36 months,RENT,Mar-2008
12000,12000,2250,36 months,RENT,Mar-2008
12000,12000,3616.7,36 months,RENT,Mar-2008
16000,16000,4213.27,36 months,RENT,Mar-2008
24000,24000,1574.99808898184,36 months,RENT,Mar-2008
20000,20000,4425,36 months,MORTGAGE,Mar-2008
20000,20000,1675,36 months,MORTGAGE,Mar-2008
25000,25000,750.000311342821,36 months,MORTGAGE,Mar-2008
18000,18000,3350,36 months,RENT,Mar-2008
5000,5000,1100,36 months,MORTGAGE,Feb-2008
20000,20000,5584.52,36 months,MORTGAGE,Mar-2008
4700,4700,4450,36 months,RENT,Mar-2008
25000,25000,4499.999735612562,36 months,OWN,Mar-2008
8000,8000,4105.11,36 months,MORTGAGE,Mar-2008
6000,6000,1175,36 months,MORTGAGE,Feb-2008
10600,10600,2975.003507902955,36 months,RENT,Mar-2008
5000,5000,3147.67,36 months,MORTGAGE,Feb-2008
18000,18000,3884.38,36 months,RENT,Mar-2008
8000,8000,3650,36 months,RENT,Mar-2008
24500,24500,2824.998870236298,36 months,MORTGAGE,Mar-2008
2925,2925,2875,36 months,RENT,Feb-2008
8000,8000,1350,36 months,MORTGAGE,Feb-2008
7200,7200,2125,36 months,RENT,Feb-2008
14700,14700,1973.768211662247,36 months,RENT,Mar-2008
10000,10000,1100,36 months,RENT,Mar-2008
16000,16000,1800,36 months,RENT,Mar-2008
7000,7000,1325.003754054394,36 months,MORTGAGE,Feb-2008
12000,12000,2366.94,36 months,MORTGAGE,Feb-2008
10000,10000,1424.995563235773,36 months,RENT,Feb-2008
25000,25000,3163.171541993987,36 months,RENT,Mar-2008
10000,10000,4650,36 months,OWN,Feb-2008
11000,11000,1800.002108999787,36 months,OWN,Mar-2008
7000,7000,3868.59,36 months,RENT,Feb-2008
5000,5000,2817.04,36 months,RENT,Feb-2008
19275,19275,3207.111525978048,36 months,RENT,Mar-2008
15000,15000,1600.009265646435,36 months,MORTGAGE,Mar-2008
11000,11000,2091.76,36 months,OWN,Feb-2008
10000,10000,2175,36 months,MORTGAGE,Feb-2008
5000,5000,1699.99981989534,36 months,RENT,Feb-2008
5600,5600,1775,36 months,RENT,Feb-2008
15000,15000,3441.69,36 months,RENT,Mar-2008
15000,15000,1311.823206993201,36 months,MORTGAGE,Feb-2008
21000,21000,2875,36 months,OWN,Feb-2008
5000,5000,1791.28,36 months,RENT,Feb-2008
8000,8000,2456.18,36 months,MORTGAGE,Mar-2008
14500,14500,2749.994341389043,36 months,RENT,Feb-2008
1000,1000,800,36 months,OWN,Feb-2008
10000,10000,2711.02,36 months,RENT,Feb-2008
900,900,875,36 months,OWN,Feb-2008
10000,10000,1925,36 months,RENT,Feb-2008
14275,14275,3677.66,36 months,RENT,Feb-2008
15600,15600,2649.99914594168,36 months,RENT,Feb-2008
20000,20000,3742.28,36 months,RENT,Feb-2008
5800,5800,5500,36 months,RENT,Feb-2008
25000,25000,6478.6,36 months,MORTGAGE,Feb-2008
6000,6000,2800,36 months,MORTGAGE,Feb-2008
10000,10000,2949.994768017706,36 months,RENT,Feb-2008
3000,3000,2725,36 months,RENT,Feb-2008
9500,9500,1175,36 months,MORTGAGE,Feb-2008
10000,10000,2699.9,36 months,MORTGAGE,Feb-2008
12000,12000,3347.36,36 months,RENT,Feb-2008
10000,10000,2575,36 months,RENT,Feb-2008
6000,6000,2871.87,36 months,RENT,Feb-2008
3000,3000,2925,36 months,MORTGAGE,Feb-2008
10000,10000,2674.990775777269,36 months,RENT,Feb-2008
10000,10000,2727.93,36 months,OWN,Feb-2008
12000,12000,4987.77,36 months,RENT,Feb-2008
9000,9000,5653.38,36 months,RENT,Feb-2008
15000,15000,2441.66,36 months,MORTGAGE,Feb-2008
10000,10000,2050,36 months,RENT,Feb-2008
24000,24000,1075,36 months,MORTGAGE,Feb-2008
20000,20000,2609.2,36 months,RENT,Feb-2008
10000,10000,2908.28,36 months,RENT,Feb-2008
20000,20000,2103.18,36 months,MORTGAGE,Feb-2008
3975,3975,1925,36 months,MORTGAGE,Feb-2008
25000,25000,3322.53,36 months,MORTGAGE,Feb-2008
16000,16000,2925,36 months,RENT,Feb-2008
20000,20000,1510.13,36 months,RENT,Feb-2008
20500,20500,1349.997216949096,36 months,RENT,Feb-2008
12000,12000,700,36 months,RENT,Feb-2008
15000,15000,5898.31,36 months,RENT,Feb-2008
15000,15000,2400.003165234626,36 months,RENT,Feb-2008
7200,7200,4393.97,36 months,RENT,Feb-2008
9000,9000,3150,36 months,OWN,Feb-2008
10000,10000,4350,36 months,RENT,Feb-2008
4000,4000,2475,36 months,RENT,Feb-2008
5000,5000,3225,36 months,MORTGAGE,Feb-2008
15000,15000,5950.000992963971,36 months,MORTGAGE,Feb-2008
10000,10000,3659.622811036976,36 months,MORTGAGE,Feb-2008
12800,12800,5241.05,36 months,MORTGAGE,Feb-2008
3000,3000,2150,36 months,RENT,Feb-2008
6350,6350,4825,36 months,RENT,Feb-2008
11000,11000,2225,36 months,RENT,Feb-2008
25000,25000,1125,36 months,MORTGAGE,Feb-2008
11800,11800,4525,36 months,OWN,Feb-2008
5275,5275,3225,36 months,RENT,Feb-2008
9600,9600,2182.93,36 months,RENT,Feb-2008
5000,5000,4900,36 months,RENT,Feb-2008
25000,25000,4955.79,36 months,RENT,Feb-2008
10000,10000,2700,36 months,MORTGAGE,Feb-2008
7200,7200,2750,36 months,RENT,Feb-2008
9325,9325,2675,36 months,RENT,Feb-2008
7600,7600,4275,36 months,RENT,Feb-2008
10000,10000,2225.00477653712,36 months,MORTGAGE,Feb-2008
12100,12100,2050,36 months,RENT,Feb-2008
16600,16600,3590.67,36 months,MORTGAGE,Feb-2008
3975,3975,2975,36 months,OWN,Feb-2008
17000,17000,4275,36 months,MORTGAGE,Feb-2008
3000,3000,2675,36 months,RENT,Feb-2008
10000,10000,1647.751359877798,36 months,OWN,Feb-2008
15000,15000,824.989602328486,36 months,RENT,Feb-2008
4500,4500,1575,36 months,OWN,Feb-2008
16000,16000,3150,36 months,RENT,Feb-2008
15000,15000,2100,36 months,RENT,Feb-2008
6000,6000,1900,36 months,RENT,Feb-2008
6000,6000,4350,36 months,RENT,Feb-2008
750,750,725,36 months,RENT,Feb-2008
20000,20000,6836.73,36 months,RENT,Feb-2008
19200,19200,2250,36 months,RENT,Feb-2008
18000,18000,2050.001548442073,36 months,OWN,Feb-2008
20000,20000,1325.00113508744,36 months,OWN,Feb-2008
15075,15075,3475,36 months,MORTGAGE,Feb-2008
2500,2500,1450,36 months,RENT,Feb-2008
15000,15000,2050.74,36 months,MORTGAGE,Feb-2008
7000,7000,2350,36 months,MORTGAGE,Feb-2008
10800,10800,2900,36 months,RENT,Feb-2008
5000,5000,3834.74,36 months,RENT,Feb-2008
10000,10000,7775,36 months,RENT,Feb-2008
3000,3000,2774.72,36 months,RENT,Feb-2008
2725,2725,2450,36 months,RENT,Feb-2008
6000,6000,3600,36 months,RENT,Feb-2008
17000,17000,3639.95,36 months,MORTGAGE,Feb-2008
15250,15250,4232.44,36 months,MORTGAGE,Feb-2008
3000,3000,2225,36 months,RENT,Feb-2008
9500,9500,1750,36 months,OWN,Feb-2008
8000,8000,2674.988479333334,36 months,RENT,Feb-2008
10000,10000,2907,36 months,MORTGAGE,Feb-2008
20050,20050,3025.004566275421,36 months,RENT,Feb-2008
5000,5000,3941.54,36 months,RENT,Feb-2008
4000,4000,2550,36 months,RENT,Feb-2008
10000,10000,2000.006861633721,36 months,RENT,Feb-2008
5000,5000,4104.33,36 months,RENT,Feb-2008
6000,6000,5556.38,36 months,MORTGAGE,Feb-2008
6000,6000,6000,36 months,RENT,Feb-2008
6000,6000,5603.39,36 months,OWN,Feb-2008
6000,6000,5424.997257505802,36 months,RENT,Feb-2008
10000,10000,7851.08,36 months,MORTGAGE,Feb-2008
4000,4000,3950,36 months,RENT,Feb-2008
19500,19500,9232.12,36 months,RENT,Feb-2008
6000,6000,4459.34,36 months,RENT,Feb-2008
1450,1450,1450,36 months,OWN,Feb-2008
3000,3000,2903.18,36 months,RENT,Feb-2008
8000,8000,3046.61,36 months,RENT,Feb-2008
6225,6225,2375,36 months,RENT,Feb-2008
9100,9100,5025,36 months,RENT,Feb-2008
8500,8500,6650,36 months,RENT,Feb-2008
10100,10100,6425.004533312,36 months,RENT,Feb-2008
5100,5100,3265.23,36 months,MORTGAGE,Feb-2008
2500,2500,2450,36 months,RENT,Feb-2008
9900,9900,4628.03,36 months,MORTGAGE,Feb-2008
6400,6400,6031.4,36 months,MORTGAGE,Feb-2008
6000,6000,5400,36 months,MORTGAGE,Feb-2008
1500,1500,1500,36 months,RENT,Feb-2008
2500,2500,2359.39,36 months,OWN,Jan-2008
3000,3000,2975,36 months,MORTGAGE,Feb-2008
17350,17350,5894.25,36 months,OWN,Feb-2008
2900,2900,2825,36 months,RENT,Jan-2008
800,800,800,36 months,MORTGAGE,Jan-2008
7500,7500,6225,36 months,MORTGAGE,Feb-2008
7000,7000,3522.73,36 months,RENT,Feb-2008
10400,10400,5310.96,36 months,RENT,Feb-2008
13000,13000,11725,36 months,MORTGAGE,Feb-2008
6000,6000,4544.01,36 months,MORTGAGE,Feb-2008
2600,2600,2300,36 months,RENT,Feb-2008
6000,6000,5400,36 months,RENT,Feb-2008
4600,4600,4550,36 months,RENT,Feb-2008
7400,7400,6375,36 months,RENT,Feb-2008
6000,6000,5384.25,36 months,OWN,Feb-2008
6000,6000,5200,36 months,RENT,Feb-2008
10325,10325,5650.004035858583,36 months,RENT,Feb-2008
500,500,500,36 months,MORTGAGE,Jan-2008
3200,3200,2984.38,36 months,RENT,Jan-2008
10425,10425,1700.003108068258,36 months,OWN,Feb-2008
10150,10150,3500,36 months,MORTGAGE,Feb-2008
12000,12000,8419.77,36 months,RENT,Feb-2008
6400,6400,5956.31,36 months,MORTGAGE,Feb-2008
1500,1500,1425,36 months,MORTGAGE,Jan-2008
8775,8775,6325,36 months,RENT,Feb-2008
13450,13450,10350,36 months,RENT,Feb-2008
3000,3000,2709.32,36 months,RENT,Feb-2008
6000,6000,4325,36 months,RENT,Feb-2008
5450,5450,4700,36 months,OWN,Feb-2008
4225,4225,2078.28,36 months,RENT,Feb-2008
1300,1300,850,36 months,RENT,Feb-2008
5950,5950,5250,36 months,RENT,Feb-2008
10500,10500,10025,36 months,MORTGAGE,Feb-2008
15450,15450,5650,36 months,MORTGAGE,Feb-2008
10000,10000,2556.68,36 months,RENT,Feb-2008
10000,10000,2694.09,36 months,RENT,Feb-2008
2000,2000,1925,36 months,RENT,Jan-2008
8000,8000,2375,36 months,MORTGAGE,Feb-2008
15000,15000,4575,36 months,MORTGAGE,Feb-2008
12000,12000,6350,36 months,MORTGAGE,Feb-2008
7500,7500,3413.8,36 months,RENT,Jan-2008
7000,7000,2950,36 months,MORTGAGE,Jan-2008
4000,4000,975,36 months,MORTGAGE,Jan-2008
15000,15000,8167.71,36 months,MORTGAGE,Feb-2008
8000,8000,4925,36 months,RENT,Feb-2008
20000,20000,1875,36 months,RENT,Jan-2008
10000,10000,2428.49,36 months,MORTGAGE,Jan-2008
18000,18000,2424.991691786583,36 months,RENT,Jan-2008
15000,15000,3225,36 months,MORTGAGE,Jan-2008
21000,21000,900,36 months,MORTGAGE,Jan-2008
12000,12000,675,36 months,MORTGAGE,Jan-2008
19000,19000,1066.06,36 months,MORTGAGE,Jan-2008
11225,11225,882.12,36 months,MORTGAGE,Jan-2008
3000,3000,1200,36 months,MORTGAGE,Feb-2008
10000,10000,950,36 months,RENT,Jan-2008
4000,4000,1685.49,36 months,MORTGAGE,Jan-2008
25000,25000,2043.47,36 months,MORTGAGE,Jan-2008
25000,25000,2596.83,36 months,MORTGAGE,Jan-2008
12000,12000,1900,36 months,RENT,Jan-2008
1800,1800,1174.16,36 months,RENT,Jan-2008
10000,10000,1228.06,36 months,NONE,Jan-2008
8525,8525,1000.000794106862,36 months,RENT,Jan-2008
2500,2500,1412.23,36 months,MORTGAGE,Jan-2008
8000,8000,608.85,36 months,MORTGAGE,Jan-2008
25000,25000,1200,36 months,MORTGAGE,Jan-2008
7000,7000,1822.03,36 months,RENT,Jan-2008
15000,15000,977.71,36 months,MORTGAGE,Jan-2008
15000,15000,1450.003543174802,36 months,RENT,Jan-2008
23000,23000,1274.996969139316,36 months,RENT,Jan-2008
20000,20000,1125,36 months,MORTGAGE,Jan-2008
9800,9800,1276.53,36 months,MORTGAGE,Jan-2008
12800,12800,1275,36 months,MORTGAGE,Jan-2008
10800,10800,2050,36 months,RENT,Jan-2008
11200,11200,1257.49944569561,36 months,MORTGAGE,Jan-2008
5000,5000,2600,36 months,MORTGAGE,Jan-2008
4000,4000,3500,36 months,RENT,Jan-2008
20000,20000,1100,36 months,MORTGAGE,Jan-2008
12000,12000,959.25,36 months,RENT,Jan-2008
9000,9000,1400,36 months,MORTGAGE,Jan-2008
4800,4800,2150,36 months,RENT,Jan-2008
8000,8000,775,36 months,RENT,Jan-2008
15000,7000,1887.89,36 months,RENT,Jan-2008
20000,20000,800,36 months,MORTGAGE,Jan-2008
25000,25000,1750.005358330492,36 months,MORTGAGE,Jan-2008
15000,15000,827.31,36 months,RENT,Jan-2008
7200,7200,1450,36 months,MORTGAGE,Jan-2008
20000,20000,1867.08,36 months,RENT,Jan-2008
14000,14000,124.999426097976,36 months,MORTGAGE,Jan-2008
7500,7500,1000,36 months,MORTGAGE,Jan-2008
24000,24000,3050,36 months,RENT,Jan-2008
14400,14400,1510.69,36 months,RENT,Jan-2008
18900,18900,675.448694779335,36 months,MORTGAGE,Feb-2008
9600,9600,774.994882918903,36 months,MORTGAGE,Jan-2008
22000,22000,575,36 months,MORTGAGE,Jan-2008
15000,15000,450,36 months,MORTGAGE,Jan-2008
10000,10000,1774.998232641431,36 months,OWN,Jan-2008
1850,1850,1575,36 months,RENT,Jan-2008
6000,6000,981.41,36 months,MORTGAGE,Jan-2008
18500,18500,425,36 months,MORTGAGE,Jan-2008
2500,2500,1200.000057487585,36 months,RENT,Jan-2008
12000,12000,454.699933627658,36 months,MORTGAGE,Jan-2008
5000,5000,1394.51,36 months,MORTGAGE,Jan-2008
5500,5500,975,36 months,RENT,Jan-2008
13500,13500,678.35,36 months,RENT,Jan-2008
2150,2150,1574.996529108825,36 months,MORTGAGE,Jan-2008
10000,10000,1374.997236899185,36 months,RENT,Jan-2008
16000,16000,1000,36 months,RENT,Jan-2008
11000,11000,725.005960683629,36 months,MORTGAGE,Jan-2008
4000,4000,3952.57,36 months,OWN,Jan-2008
9300,9300,1298.39,36 months,RENT,Jan-2008
15000,15000,829.42,36 months,RENT,Jan-2008
12500,12500,524.87,36 months,RENT,Jan-2008
24625,13875,9225,36 months,RENT,Jan-2008
10000,10000,800,36 months,RENT,Jan-2008
11200,11200,1149.36,36 months,RENT,Jan-2008
500,500,500,36 months,MORTGAGE,Jan-2008
15000,15000,1277.71,36 months,RENT,Jan-2008
8000,8000,2175,36 months,MORTGAGE,Jan-2008
10000,10000,1800,36 months,MORTGAGE,Jan-2008
21000,21000,3475,36 months,MORTGAGE,Jan-2008
7200,7200,1065.15,36 months,RENT,Jan-2008
10000,10000,1350,36 months,RENT,Jan-2008
16800,16800,2077.69,36 months,RENT,Jan-2008
9000,9000,1583.47,36 months,RENT,Jan-2008
3500,3500,1539.21,36 months,RENT,Jan-2008
8400,8400,2550,36 months,MORTGAGE,Jan-2008
9000,9000,2388.45,36 months,RENT,Jan-2008
25000,25000,1075,36 months,MORTGAGE,Jan-2008
20000,20000,7099.995365705617,36 months,RENT,Jan-2008
15000,15000,2933.45,36 months,RENT,Jan-2008
2450,2450,875,36 months,MORTGAGE,Jan-2008
20000,20000,575.00186509302,36 months,RENT,Jan-2008
7500,7500,470.4,36 months,RENT,Jan-2008
1200,1200,1200,36 months,RENT,Jan-2008
7000,7000,525,36 months,RENT,Jan-2008
3250,3250,1899.997336746326,36 months,OWN,Jan-2008
8000,8000,1877.47,36 months,RENT,Jan-2008
7500,7500,2325.76,36 months,OWN,Jan-2008
8000,8000,1575.003782004257,36 months,OWN,Jan-2008
500,500,475,36 months,RENT,Jan-2008
2200,2200,1075,36 months,RENT,Jan-2008
7000,7000,1400,36 months,RENT,Jan-2008
10000,10000,1152.71,36 months,RENT,Jan-2008
3000,3000,2275,36 months,RENT,Jan-2008
6000,6000,1200,36 months,MORTGAGE,Jan-2008
3800,3800,950,36 months,MORTGAGE,Jan-2008
16000,16000,450,36 months,RENT,Jan-2008
2000,2000,1000,36 months,RENT,Jan-2008
7200,7200,750,36 months,MORTGAGE,Jan-2008
10000,10000,575,36 months,RENT,Jan-2008
10000,10000,2650,36 months,RENT,Jan-2008
9600,9600,950.002400392524,36 months,MORTGAGE,Jan-2008
2225,2225,1225,36 months,MORTGAGE,Jan-2008
10000,10000,1528.38,36 months,RENT,Jan-2008
2100,2100,1075,36 months,OWN,Jan-2008
2000,2000,1250,36 months,MORTGAGE,Jan-2008
7200,7200,1175,36 months,RENT,Jan-2008
3500,3500,1375,36 months,RENT,Jan-2008
11500,11500,1025,36 months,MORTGAGE,Jan-2008
4000,4000,1025,36 months,RENT,Jan-2008
15000,15000,1300.1,36 months,MORTGAGE,Jan-2008
21000,21000,325.004696207375,36 months,MORTGAGE,Jan-2008
25000,25000,6360.44,36 months,MORTGAGE,Jan-2008
10000,10000,2200,36 months,RENT,Jan-2008
11200,11200,700.05,36 months,RENT,Jan-2008
10000,10000,630.5,36 months,RENT,Jan-2008
13025,13025,656.28,36 months,MORTGAGE,Jan-2008
4000,4000,1199.992159226272,36 months,RENT,Jan-2008
20000,20000,928.38,36 months,RENT,Jan-2008
7000,7000,1842.2,36 months,MORTGAGE,Jan-2008
2000,2000,1535.74,36 months,MORTGAGE,Jan-2008
25000,25000,74.987523950116,36 months,MORTGAGE,Jan-2008
9400,9400,1748.288383885837,36 months,MORTGAGE,Jan-2008
9325,9325,1868.29,36 months,RENT,Jan-2008
5000,5000,1199.999616325328,36 months,RENT,Jan-2008
7500,7500,1599.78,36 months,RENT,Jan-2008
12000,12000,693.109294400113,36 months,RENT,Jan-2008
2000,2000,300,36 months,RENT,Jan-2008
4000,4000,875,36 months,MORTGAGE,Jan-2008
3000,3000,175.84,36 months,OWN,Jan-2008
2500,2500,550,36 months,MORTGAGE,Jan-2008
7850,7850,333.6,36 months,RENT,Jan-2008
15000,15000,1950.83,36 months,OWN,Jan-2008
2675,2675,177.67,36 months,RENT,Jan-2008
6000,6000,820.24,36 months,RENT,Jan-2008
12000,12000,275,36 months,RENT,Jan-2008
2750,2750,364.914431010471,36 months,MORTGAGE,Jan-2008
9000,9000,400.005558940943,36 months,MORTGAGE,Jan-2008
4350,4350,1129.09,36 months,RENT,Jan-2008
9500,9500,475,36 months,RENT,Jan-2008
3000,3000,1525,36 months,MORTGAGE,Jan-2008
20000,20000,275,36 months,RENT,Jan-2008
4725,4725,1049.988203018164,36 months,RENT,Jan-2008
11000,11000,1775,36 months,RENT,Jan-2008
15000,15000,850,36 months,RENT,Jan-2008
3000,3000,672.97,36 months,RENT,Jan-2008
18000,18000,814.61,36 months,OWN,Jan-2008
6000,6000,625,36 months,MORTGAGE,Jan-2008
15450,15450,750,36 months,RENT,Jan-2008
12000,12000,1614.03,36 months,RENT,Jan-2008
4000,4000,1225,36 months,RENT,Jan-2008
9000,9000,665.93,36 months,RENT,Jan-2008
10000,10000,2696.64,36 months,RENT,Jan-2008
12000,12000,500,36 months,MORTGAGE,Jan-2008
10000,10000,675,36 months,RENT,Jan-2008
16000,16000,780.46,36 months,RENT,Jan-2008
20000,20000,225,36 months,RENT,Dec-2007
20000,20000,2055.5,36 months,RENT,Jan-2008
7500,7500,1167.14,36 months,RENT,Dec-2007
25000,25000,2550.009712932206,36 months,RENT,Jan-2008
2000,2000,1861.08,36 months,RENT,Dec-2007
2800,2800,1100,36 months,RENT,Dec-2007
8000,8000,2475,36 months,RENT,Dec-2007
25000,25000,1150.0039309538,36 months,RENT,Dec-2007
10000,10000,1673.16,36 months,RENT,Dec-2007
20000,20000,877.75,36 months,RENT,Dec-2007
9000,9000,749.998580969832,36 months,RENT,Dec-2007
12000,12000,725,36 months,MORTGAGE,Dec-2007
1000,1000,875,36 months,MORTGAGE,Dec-2007
22350,22350,486.128661406377,36 months,OWN,Dec-2007
6000,6000,502.69,36 months,RENT,Dec-2007
1000,1000,465.27,36 months,RENT,Dec-2007
10000,10000,899.994255821396,36 months,MORTGAGE,Dec-2007
25000,25000,274.991989344959,36 months,RENT,Dec-2007
5800,5800,1800,36 months,RENT,Dec-2007
15450,15450,835.33,36 months,RENT,Dec-2007
25000,25000,600,36 months,RENT,Dec-2007
8800,8800,656.15,36 months,OWN,Dec-2007
4000,4000,1055.04,36 months,RENT,Dec-2007
21000,21000,880.44,36 months,MORTGAGE,Dec-2007
5000,5000,1100,36 months,RENT,Dec-2007
12000,12000,550,36 months,RENT,Dec-2007
18000,18000,1123.55,36 months,RENT,Dec-2007
22550,12000,2225,36 months,MORTGAGE,Dec-2007
25000,25000,450.004428313468,36 months,MORTGAGE,Dec-2007
24625,24625,917.28,36 months,MORTGAGE,Dec-2007
3500,3500,665.32,36 months,MORTGAGE,Dec-2007
4000,4000,1675,36 months,RENT,Dec-2007
25000,25000,463.66,36 months,MORTGAGE,Dec-2007
9325,9325,184.72,36 months,RENT,Dec-2007
7000,7000,514,36 months,RENT,Dec-2007
12000,12000,250,36 months,RENT,Dec-2007
14400,14400,124.994745861232,36 months,RENT,Dec-2007
15000,7000,350,36 months,MORTGAGE,Dec-2007
17950,17950,425,36 months,RENT,Dec-2007
15000,15000,1999.13,36 months,RENT,Dec-2007
25000,25000,675.006307420602,36 months,MORTGAGE,Dec-2007
16500,16500,675,36 months,RENT,Dec-2007
2975,2975,760.27,36 months,RENT,Dec-2007
